player_id,level,days_since_last_purchase,matches_lost,has_spent_money
10407,12,28,0,0
10408,24,24,4,0
10409,29,21,3,1
10410,7,7,4,1
10411,18,23,2,0
10412,25,19,10,1
10413,30,4,3,1
10414,35,14,10,0
10415,47,15,4,1
10416,42,6,10,0
10417,35,30,1,1
10418,15,12,8,1
10419,48,13,7,0
10420,47,5,5,0
10421,19,27,3,0
10422,38,19,10,1
10423,13,26,10,1
10424,34,21,6,0
10425,39,5,10,0
10426,25,15,0,1
10427,42,11,4,1
10428,49,27,8,0
10429,38,1,1,0
10430,48,29,4,0
10431,30,16,3,0
10432,40,24,3,0
10433,13,0,2,1
10434,5,1,10,0
10435,11,25,6,1
10436,26,26,7,1
10437,24,26,1,1
10438,6,3,6,1
10439,39,26,7,0
10440,38,18,2,0
10441,2,2,10,0
10442,33,27,6,0
10443,32,20,5,0
10444,9,4,0,0
10445,18,5,9,0
10446,29,13,3,1
10447,39,10,6,1
10448,47,2,0,0
10449,24,15,6,1
10450,20,1,6,1
10451,48,22,5,1
10452,45,22,1,1
10453,11,11,9,0
10454,29,17,8,0
10455,1,6,2,0
10456,49,12,7,0
10457,31,16,8,0
10458,18,1,4,1
10459,48,5,10,1
10460,44,8,4,1
10461,20,0,10,1
10462,19,12,9,0
10463,48,14,7,0
10464,29,27,0,0
10465,3,29,6,1
10466,41,29,8,0
10467,3,4,5,0
10468,20,6,1,0
10469,9,14,6,1
10470,34,0,0,1
10471,22,26,6,1
10472,9,24,8,0
10473,21,11,4,0
10474,15,20,5,1
10475,28,18,9,0
10476,16,19,2,1
10477,26,29,4,0
10478,18,10,1,1
10479,33,23,4,1
10480,16,17,5,0
10481,16,2,10,0
10482,50,11,9,0
10483,44,23,0,0
10484,31,28,7,0
10485,21,25,0,0
10486,27,23,5,1
10487,12,4,4,1
10488,25,25,9,1
10489,33,12,2,1
10490,17,20,5,0
10491,38,9,9,0
10492,43,2,4,0
10493,43,8,8,0
10494,26,3,2,0
10495,48,16,0,1
10496,10,5,7,0
10497,9,8,10,1
10498,9,4,9,0
10499,24,11,0,0
10500,9,16,4,1
10501,21,17,7,0
10502,24,10,2,0
10503,22,26,9,1
10504,15,28,8,0
10505,34,4,6,1
10506,4,14,3,0
10507,13,7,1,1
10508,23,17,9,1
10509,40,29,10,0
10510,21,3,8,0
10511,37,28,7,1
10512,11,6,4,0
10513,24,19,1,0
10514,11,6,4,0
10515,7,2,6,1
10516,18,29,5,1
10517,10,28,1,1
10518,11,3,3,0
10519,12,5,8,0
10520,20,5,8,1
10521,6,6,2,0
10522,7,15,6,1
10523,39,27,7,1
10524,29,3,9,0
10525,33,14,5,1
10526,31,2,9,0
10527,21,22,8,1
10528,48,25,7,0
10529,40,19,0,0
10530,3,16,2,1
10531,18,29,2,1
10532,1,21,5,0
10533,11,28,8,0
10534,7,12,7,1
10535,2,11,9,0
10536,50,19,6,0
10537,11,14,10,1
10538,32,21,1,0
10539,17,19,9,0
10540,43,2,5,0
10541,24,2,0,0
10542,40,30,5,0
10543,39,14,5,1
10544,47,6,2,0
10545,45,12,7,1
10546,45,21,9,1
10547,18,23,1,0
10548,47,21,2,1
10549,16,13,6,0
10550,29,20,5,1
10551,4,4,4,0
10552,4,18,4,0
10553,34,26,10,0
10554,50,19,2,1
10555,3,23,10,0
10556,7,14,8,1
10557,29,11,5,1
10558,34,14,4,0
10559,16,14,6,0
10560,45,20,0,0
10561,49,24,1,0
10562,4,18,1,1
10563,8,25,1,1
10564,13,11,6,0
10565,25,24,4,1
10566,33,7,10,1
10567,11,4,9,0
10568,46,1,9,1
10569,25,25,5,0
10570,27,4,9,0
10571,35,0,2,1
10572,14,22,6,1
10573,41,30,9,1
10574,23,25,9,0
10575,28,1,4,0
10576,8,4,2,0
10577,25,18,2,0
10578,5,17,3,1
10579,9,30,8,1
10580,32,15,5,0
10581,31,3,2,1
10582,16,23,7,1
10583,11,10,7,0
10584,1,24,9,1
10585,28,22,5,1
10586,28,20,1,1
10587,34,27,5,0
10588,38,12,3,0
10589,27,21,2,0
10590,36,18,0,1
10591,41,13,3,0
10592,5,4,0,0
10593,10,21,8,0
10594,46,2,9,1
10595,12,24,6,0
10596,6,12,6,0
10597,1,19,6,1
10598,8,14,2,0
10599,18,21,0,0
10600,45,13,8,0
10601,3,21,4,0
10602,45,5,3,1
10603,17,2,8,1
10604,13,7,8,1
10605,23,21,0,0
10606,48,22,10,0
10607,33,3,4,1
10608,27,7,6,0
10609,39,18,8,1
10610,30,2,5,0
10611,21,22,7,1
10612,15,12,10,1
10613,21,8,7,1
10614,19,8,4,0
10615,48,25,10,1
10616,48,21,9,0
10617,35,16,7,0
10618,37,19,9,0
10619,14,26,4,0
10620,24,0,0,1
10621,26,14,7,1
10622,42,3,7,0
10623,40,11,3,1
10624,20,21,10,1
10625,4,15,3,0
10626,49,23,2,1
10627,23,20,4,1
10628,33,19,8,1
10629,44,25,3,1
10630,45,12,8,1
10631,17,0,7,1
10632,16,22,1,0
10633,9,4,0,0
10634,16,29,9,0
10635,25,5,2,1
10636,47,4,4,1
10637,8,2,6,0
10638,33,21,0,0
10639,19,2,10,0
10640,34,5,9,1
10641,47,7,8,1
10642,17,30,6,0
10643,31,29,8,1
10644,35,30,2,1
10645,33,8,4,1
10646,36,14,3,1
10647,1,18,10,0
10648,12,27,7,0
10649,20,1,4,0
10650,1,23,5,0
10651,29,23,5,0
10652,11,15,1,0
10653,19,1,1,1
10654,34,16,9,1
10655,37,16,5,0
10656,34,25,1,1
10657,45,30,4,0
10658,44,29,7,1
10659,34,16,9,0
10660,37,8,10,0
10661,48,16,10,1
10662,28,28,6,0
10663,40,29,9,1
10664,45,27,5,0
10665,50,14,3,0
10666,37,5,4,0
10667,32,20,3,1
10668,8,26,1,0
10669,49,16,1,1
10670,17,30,8,0
10671,29,3,9,1
10672,40,29,7,0
10673,25,22,5,1
10674,7,30,2,0
10675,44,19,3,1
10676,32,30,0,1
10677,24,4,10,1
10678,1,25,6,1
10679,35,15,2,1
10680,50,4,0,1
10681,14,21,2,0
10682,10,1,0,0
10683,25,23,1,1
10684,34,0,4,0
10685,46,10,3,1
10686,4,19,7,0
10687,49,13,3,1
10688,28,29,8,1
10689,5,2,0,0
10690,1,29,0,1
10691,49,25,5,0
10692,32,14,3,1
10693,46,9,4,0
10694,39,17,1,1
10695,47,26,4,1
10696,19,12,2,1
10697,24,30,5,0
10698,43,18,8,1
10699,3,23,0,0
10700,35,26,0,0
10701,41,22,8,1
10702,34,18,8,0
10703,6,27,8,0
10704,35,15,3,0
10705,39,0,4,0
10706,18,25,8,1
10707,39,7,4,1
10708,50,26,3,0
10709,7,8,0,1
10710,28,10,2,0
10711,1,25,5,1
10712,5,30,8,0
10713,9,14,6,0
10714,49,27,8,1
10715,45,10,4,1
10716,7,27,3,1
10717,17,2,7,1
10718,49,22,10,0
10719,35,4,5,0
10720,1,0,9,1
10721,32,26,10,0
10722,28,20,5,0
10723,42,16,1,1
10724,35,26,2,0
10725,4,11,1,0
10726,39,28,2,1
10727,26,15,9,1
10728,35,24,0,0
10729,39,29,5,1
10730,28,26,9,1
10731,27,23,3,0
10732,42,23,0,1
10733,47,20,7,1
10734,13,25,2,0
10735,1,15,8,1
10736,2,13,0,1
10737,19,19,10,0
10738,13,2,9,1
10739,2,14,9,1
10740,25,30,8,1
10741,1,2,0,1
10742,1,8,5,0
10743,37,3,9,0
10744,19,18,5,1
10745,23,13,5,1
10746,27,5,10,0
10747,10,12,8,0
10748,37,6,5,0
10749,25,9,9,0
10750,38,30,8,0
10751,46,24,5,1
10752,6,7,1,0
10753,3,18,10,1
10754,16,13,1,1
10755,49,29,8,0
10756,11,11,1,0
10757,45,26,3,1
10758,19,27,9,0
10759,8,7,4,1
10760,40,4,8,1
10761,12,13,9,0
10762,36,10,5,1
10763,16,29,4,1
10764,17,10,10,1
10765,27,12,10,1
10766,41,12,8,1
10767,7,4,10,0
10768,4,17,5,1
10769,7,11,5,0
10770,18,3,7,0
10771,26,28,6,0
10772,38,21,10,0
10773,34,0,8,1
10774,49,11,3,1
10775,48,2,1,0
10776,13,21,3,0
10777,46,14,4,1
10778,5,25,7,0
10779,36,29,2,0
10780,34,24,4,1
10781,37,26,0,0
10782,32,26,1,0
10783,36,29,3,1
10784,40,28,5,0
10785,28,20,4,1
10786,35,17,7,1
10787,27,0,10,0
10788,21,28,4,0
10789,28,18,3,0
10790,22,21,0,0
10791,22,25,2,1
10792,42,27,10,1
10793,23,13,1,0
10794,2,23,9,0
10795,20,25,8,1
10796,12,26,9,0
10797,8,15,8,1
10798,41,16,0,1
10799,1,18,9,1
10800,8,24,3,0
10801,42,21,3,0
10802,3,12,8,1
10803,19,20,8,1
10804,26,14,10,1
10805,2,23,3,0
10806,24,2,2,0
10807,15,8,7,1
10808,16,22,8,1
10809,37,10,4,1
10810,8,8,10,1
10811,23,1,1,1
10812,5,3,0,0
10813,12,0,3,1
10814,18,19,5,1
10815,45,29,1,1
10816,7,21,7,1
10817,43,27,1,0
10818,15,5,9,1
10819,50,22,5,0
10820,10,13,6,0
10821,27,14,9,0
10822,14,29,1,1
10823,39,15,3,0
10824,22,1,5,0
10825,10,14,6,0
10826,16,18,3,0
10827,18,11,4,0
10828,48,26,6,1
10829,14,21,1,1
10830,18,11,1,0
10831,18,28,8,0
10832,10,18,1,1
10833,9,23,5,1
10834,18,23,1,0
10835,37,14,10,1
10836,19,1,2,0
10837,39,28,5,1
10838,24,22,8,0
10839,1,22,9,0
10840,20,19,8,1
10841,13,7,6,0
10842,5,16,4,1
10843,1,28,1,1
10844,32,9,6,1
10845,33,22,1,0
10846,22,17,5,0
10847,11,22,4,0
10848,29,26,8,0
10849,3,21,8,0
10850,1,1,7,0
10851,49,16,9,1
10852,10,7,8,1
10853,23,7,6,0
10854,15,16,7,0
10855,41,8,9,1
10856,38,17,3,1
10857,41,2,10,0
10858,8,30,1,0
10859,49,24,2,0
10860,12,26,2,1
10861,40,9,2,1
10862,49,6,7,0
10863,42,27,10,1
10864,3,12,1,1
10865,13,1,7,0
10866,16,26,9,0
10867,49,9,2,1
10868,40,15,9,0
10869,27,6,2,0
10870,37,9,6,0
10871,4,24,5,1
10872,49,16,4,0
10873,3,7,9,0
10874,21,20,6,1
10875,12,9,8,1
10876,48,12,4,1
10877,4,14,9,0
10878,12,2,7,1
10879,32,13,4,0
10880,41,4,9,0
10881,30,12,0,1
10882,41,6,7,0
10883,24,13,7,1
10884,40,4,7,1
10885,37,6,7,0
10886,16,13,3,1
10887,1,23,9,0
10888,50,24,4,0
10889,48,30,1,0
10890,9,21,0,1
10891,42,6,8,0
10892,30,2,4,0
10893,1,3,9,0
10894,29,8,8,0
10895,5,0,7,0
10896,17,8,4,1
10897,50,15,6,0
10898,26,15,1,0
10899,42,16,3,1
10900,36,13,1,1
10901,42,12,3,1
10902,50,6,10,0
10903,13,17,8,0
10904,45,8,8,1
10905,37,2,9,1
10906,14,18,4,0
10907,43,19,1,1
10908,34,19,3,0
10909,13,23,9,1
10910,9,25,9,0
10911,10,20,4,0
10912,6,6,5,0
10913,19,7,6,0
10914,47,1,5,0
10915,7,6,4,0
10916,47,2,1,0
10917,47,25,6,0
10918,19,7,2,0
10919,37,25,5,1
10920,47,5,10,0
10921,43,12,10,1
10922,6,2,10,1
10923,22,1,8,0
10924,18,23,5,0
10925,49,12,7,1
10926,28,27,8,1
10927,31,21,10,0
10928,7,26,9,1
10929,31,20,4,0
10930,38,7,3,0
10931,5,1,10,0
10932,6,0,1,1
10933,48,11,0,1
10934,31,11,4,1
10935,35,12,8,1
10936,20,2,8,1
10937,16,16,2,0
10938,26,7,10,0
10939,49,23,6,0
10940,23,17,4,1
10941,45,12,3,1
10942,23,19,0,0
10943,30,22,7,1
10944,3,21,6,1
10945,41,14,6,1
10946,22,12,6,0
10947,45,27,4,0
10948,24,3,9,0
10949,40,18,9,0
10950,23,30,1,1
10951,1,30,3,1
10952,32,19,6,1
10953,25,18,4,0
10954,47,3,4,0
10955,26,0,3,0
10956,13,10,6,1
10957,17,17,7,1
10958,32,26,1,0
10959,11,14,5,1
10960,8,26,6,1
10961,27,17,9,1
10962,21,2,8,1
10963,20,19,2,1
10964,23,16,1,0
10965,12,19,3,1
10966,11,25,5,1
10967,12,0,0,1
10968,34,13,1,0
10969,26,22,9,1
10970,26,10,2,0
10971,15,5,2,0
10972,2,25,1,1
10973,4,30,10,0
10974,35,28,3,0
10975,41,15,8,0
10976,38,14,4,0
10977,18,15,2,0
10978,19,10,5,1
10979,36,24,4,0
10980,18,6,0,0
10981,36,21,4,0
10982,47,19,0,1
10983,11,12,9,1
10984,3,20,9,1
10985,21,19,10,0
10986,7,29,7,1
10987,29,30,6,0
10988,22,28,8,0
10989,46,20,10,1
10990,19,24,8,1
10991,49,13,6,1
10992,2,13,4,1
10993,19,1,3,0
10994,26,20,8,0
10995,2,13,8,0
10996,10,28,5,1
10997,22,8,6,1
10998,21,5,10,0
10999,27,7,5,0
11000,34,22,10,1
11001,43,19,4,0
11002,23,25,1,1
11003,23,2,7,1
11004,29,21,1,1
11005,2,21,9,1
11006,48,23,1,0
11007,28,27,3,1
11008,50,17,1,1
11009,38,30,1,0
11010,18,21,10,0
11011,17,0,8,0
11012,11,10,2,0
11013,24,23,6,0
11014,26,4,9,1
11015,11,14,1,1
11016,6,22,4,1
11017,1,13,3,0
11018,21,3,10,0
11019,2,13,2,0
11020,36,28,8,0
11021,45,22,1,0
11022,26,30,4,0
11023,43,1,3,0
11024,6,8,3,1
11025,34,11,3,1
11026,37,29,8,1
11027,11,27,2,0
11028,8,8,8,0
11029,39,16,5,1
11030,11,21,6,0
11031,36,0,2,1
11032,31,30,2,1
11033,29,16,2,1
11034,43,6,10,1
11035,20,0,10,0
11036,37,29,9,0
11037,1,21,4,1
11038,9,30,8,1
11039,15,28,8,1
11040,5,4,5,0
11041,28,1,4,1
11042,19,2,2,1
11043,44,9,5,0
11044,10,21,9,0
11045,47,10,4,1
11046,50,7,9,1
11047,36,23,7,0
11048,41,9,0,1
11049,35,28,0,0
11050,4,10,5,0
11051,1,19,10,0
11052,5,17,4,1
11053,44,28,2,1
11054,29,8,4,1
11055,41,26,4,1
11056,11,8,10,1
11057,13,7,9,0
11058,32,26,3,1
11059,2,3,10,0
11060,46,4,7,1
11061,9,8,2,0
11062,44,5,5,0
11063,31,8,0,0
11064,43,19,2,1
11065,31,22,2,1
11066,17,1,2,1
11067,5,25,10,1
11068,49,15,9,0
11069,28,3,4,1
11070,20,29,0,1
11071,5,13,10,0
11072,21,13,6,0
11073,13,20,2,0
11074,12,11,8,0
11075,44,18,9,1
11076,38,8,7,0
11077,45,6,7,0
11078,14,5,8,0
11079,37,13,8,1
11080,38,10,2,1
11081,33,11,6,1
11082,26,12,2,0
11083,43,16,4,1
11084,15,21,2,1
11085,28,25,5,0
11086,19,26,5,1
11087,30,10,8,0
11088,10,17,7,0
11089,27,25,3,0
11090,14,11,5,0
11091,25,8,5,1
11092,16,13,10,1
11093,43,2,4,0
11094,31,21,2,1
11095,30,1,1,0
11096,45,20,0,1
11097,20,12,9,0
11098,3,0,0,1
11099,17,15,9,1
11100,42,22,8,1
11101,35,30,4,0
11102,39,17,2,0
11103,1,7,8,1
11104,43,18,0,0
11105,4,14,9,0
11106,28,20,2,1
11107,16,26,6,0
11108,10,26,5,0
11109,11,8,2,1
11110,40,11,6,0
11111,23,2,7,0
11112,27,14,5,1
11113,48,29,1,0
11114,1,7,4,0
11115,22,7,4,1
11116,14,7,9,1
11117,15,27,9,0
11118,2,22,2,1
11119,4,2,4,1
11120,2,27,6,1
11121,32,24,3,1
11122,42,2,0,0
11123,2,29,0,0
11124,25,26,8,1
11125,10,28,7,1
11126,24,25,10,1
11127,14,2,10,0
11128,22,12,8,1
11129,13,14,9,0
11130,27,15,2,0
11131,35,23,1,0
11132,40,24,2,1
11133,9,28,10,0
11134,41,20,2,1
11135,23,27,8,1
11136,26,8,10,0
11137,2,23,3,1
11138,21,23,0,1
11139,15,30,7,0
11140,48,4,7,1
11141,36,2,4,0
11142,47,10,6,0
11143,11,8,9,1
11144,41,21,8,1
11145,27,8,3,1
11146,20,29,4,0
11147,15,20,6,1
11148,28,27,10,0
11149,28,11,9,0
11150,40,15,6,0
11151,37,10,8,1
11152,46,7,2,1
11153,17,24,6,0
11154,6,20,4,0
11155,31,20,6,0
11156,5,13,8,1
11157,28,25,10,1
11158,31,19,4,0
11159,14,23,10,0
11160,3,27,10,0
11161,12,24,4,0
11162,14,7,6,1
11163,24,26,8,1
11164,42,29,1,1
11165,6,14,6,1
11166,22,17,7,0
11167,40,27,0,1
11168,33,15,2,1
11169,28,16,6,0
11170,50,18,4,0
11171,8,25,5,1
11172,3,1,1,0
11173,7,21,10,0
11174,22,13,10,1
11175,31,21,3,1
11176,48,13,2,0
11177,47,26,2,1
11178,24,1,9,1
11179,23,16,9,1
11180,32,15,1,1
11181,31,19,8,1
11182,43,16,7,1
11183,8,5,3,0
11184,28,14,5,1
11185,40,17,10,0
11186,40,11,10,1
11187,11,12,1,1
11188,33,24,9,0
11189,18,0,0,0
11190,35,5,7,0
11191,26,6,1,0
11192,27,10,5,1
11193,22,2,1,0
11194,34,12,9,0
11195,39,23,0,1
11196,45,7,1,1
11197,36,17,8,1
11198,20,25,3,0
11199,14,14,1,0
11200,8,10,1,1
11201,17,8,3,1
11202,21,6,2,1
11203,50,2,9,0
11204,24,8,2,0
11205,17,26,8,0
11206,2,22,10,0
11207,20,11,4,1
11208,20,0,5,1
11209,9,13,10,0
11210,47,0,4,1
11211,36,18,5,0
11212,49,6,0,0
11213,19,1,9,1
11214,21,25,4,0
11215,16,24,4,0
11216,5,5,1,0
11217,14,5,10,1
11218,40,27,0,0
11219,43,5,8,0
11220,47,28,8,1
11221,10,17,0,0
11222,47,22,7,0
11223,2,7,0,1
11224,33,12,2,0
11225,17,19,2,1
11226,1,0,5,0
11227,31,21,2,1
11228,28,30,4,0
11229,37,11,3,0
11230,8,22,2,0
11231,29,23,4,1
11232,46,2,4,0
11233,35,28,10,1
11234,9,23,4,0
11235,15,28,7,1
11236,37,2,6,0
11237,31,18,5,0
11238,5,26,8,0
11239,37,23,8,0
11240,17,4,2,0
11241,40,17,9,0
11242,34,9,1,1
11243,6,25,10,1
11244,28,0,0,0
11245,36,28,0,1
11246,7,26,2,1
11247,46,4,4,1
11248,49,17,4,0
11249,31,20,1,1
11250,10,2,10,1
11251,13,3,1,0
11252,20,17,6,0
11253,38,22,3,1
11254,25,26,2,0
11255,28,1,8,0
11256,36,3,2,0
11257,24,10,3,1
11258,30,2,8,0
11259,47,29,1,0
11260,27,12,6,1
11261,32,18,0,0
11262,31,12,4,0
11263,21,22,3,0
11264,43,23,8,0
11265,8,2,8,0
11266,21,17,3,1
11267,25,24,3,0
11268,5,6,4,0
11269,24,7,7,1
11270,49,4,2,1
11271,1,20,5,0
11272,5,7,9,1
11273,7,22,10,0
11274,16,12,0,0
11275,23,10,2,0
11276,49,4,9,1
11277,36,16,8,0
11278,2,20,10,0
11279,35,10,3,0
11280,37,21,8,1
11281,22,22,4,1
11282,29,12,7,1
11283,28,8,0,0
11284,6,8,7,1
11285,26,21,1,0
11286,2,0,5,0
11287,28,3,5,0
11288,18,20,5,0
11289,15,12,0,1
11290,34,29,10,0
11291,19,10,9,0
11292,38,17,1,1
11293,16,11,0,1
11294,29,13,2,1
11295,6,2,8,1
11296,8,22,6,1
11297,3,1,10,0
11298,49,15,6,0
11299,8,26,0,1
11300,40,3,4,1
11301,46,5,3,0
11302,34,4,2,1
11303,34,19,1,0
11304,41,2,5,1
11305,10,18,10,1
11306,42,17,2,0
11307,22,13,4,1
11308,30,19,9,1
11309,34,22,0,1
11310,46,5,5,1
11311,49,2,6,1
11312,2,17,2,1
11313,50,15,8,1
11314,19,14,10,1
11315,30,21,5,1
11316,38,28,10,1
11317,27,14,10,1
11318,6,1,10,0
11319,2,30,8,0
11320,38,15,3,0
11321,44,8,6,1
11322,6,23,6,0
11323,35,5,10,1
11324,35,9,2,0
11325,5,26,7,0
11326,11,2,9,0
11327,1,23,7,0
11328,11,18,2,0
11329,36,20,10,1
11330,40,4,4,0
11331,21,11,9,0
11332,22,1,10,1
11333,3,3,8,0
11334,44,16,6,0
11335,3,29,5,0
11336,17,13,10,0
11337,15,12,5,1
11338,18,7,3,1
11339,33,13,7,1
11340,29,8,4,0
11341,8,4,3,1
11342,17,7,7,0
11343,42,22,9,1
11344,11,29,2,1
11345,47,6,7,0
11346,32,15,1,1
11347,2,0,7,0
11348,14,12,5,0
11349,23,17,1,1
11350,37,1,0,0
11351,12,3,6,0
11352,38,2,8,0
11353,6,0,0,0
11354,18,28,0,1
11355,34,5,6,1
11356,17,28,1,0
11357,50,6,4,0
11358,41,4,5,1
11359,14,22,10,1
11360,33,10,8,0
11361,11,10,9,1
11362,5,20,7,1
11363,50,7,2,0
11364,47,1,0,0
11365,11,30,5,0
11366,22,2,9,0
11367,35,11,2,0
11368,25,14,8,0
11369,4,2,7,0
11370,31,28,4,0
11371,1,27,4,1
11372,6,6,1,0
11373,2,4,6,1
11374,38,24,9,0
11375,13,2,3,0
11376,39,1,1,1
11377,17,14,4,0
11378,9,17,7,0
11379,8,26,6,0
11380,37,1,3,0
11381,9,12,1,1
11382,36,21,9,1
11383,48,16,0,0
11384,48,1,2,0
11385,43,3,7,1
11386,35,17,4,1
11387,49,17,1,0
11388,25,5,1,0
11389,21,3,1,1
11390,8,18,9,1
11391,50,14,7,0
11392,14,18,0,0
11393,14,5,6,0
11394,36,4,7,0
11395,18,4,5,0
11396,16,0,6,1
11397,32,1,0,0
11398,35,11,4,1
11399,20,5,2,1
11400,17,29,1,0
11401,35,25,4,0
11402,13,24,6,1
11403,27,26,10,0
11404,8,0,0,1
11405,4,6,7,1
11406,13,16,10,0
11407,24,7,1,1
11408,28,5,3,1
11409,2,25,9,1
11410,10,21,10,1
11411,1,15,10,0
11412,38,6,10,1
11413,40,1,2,1
11414,28,1,0,0
11415,36,18,10,1
11416,22,24,9,0
11417,4,15,1,1
11418,30,26,8,0
11419,18,10,8,0
11420,30,29,4,0
11421,42,27,6,0
11422,6,8,1,0
11423,9,28,3,0
11424,16,27,2,0
11425,30,27,9,0
11426,29,24,5,0
11427,9,15,7,1
11428,36,22,8,1
11429,44,9,4,0
11430,19,3,10,1
11431,38,24,4,0
11432,11,28,10,0
11433,15,18,2,0
11434,48,25,9,0
11435,14,17,0,1
11436,11,10,6,0
11437,45,27,3,1
11438,30,21,9,0
11439,12,24,6,0
11440,43,11,4,1
11441,21,20,6,1
11442,49,24,6,0
11443,43,15,1,1
11444,40,11,9,1
11445,21,0,2,1
11446,9,4,8,0
11447,12,8,7,1
11448,39,23,5,0
11449,49,7,2,1
11450,43,24,10,0
11451,49,1,5,1
11452,5,21,8,0
11453,26,4,6,0
11454,25,8,4,0
11455,48,25,6,1
11456,42,3,9,0
11457,40,28,6,1
11458,41,1,5,0
11459,27,10,6,0
11460,9,30,8,1
11461,32,4,5,0
11462,15,13,0,0
11463,26,15,3,1
11464,27,14,2,0
11465,12,25,3,0
11466,31,6,3,1
11467,22,26,3,0
11468,22,4,8,1
11469,25,15,1,0
11470,6,4,7,0
11471,42,2,3,0
11472,43,0,8,0
11473,5,13,0,1
11474,1,16,7,1
11475,38,3,9,0
11476,21,16,6,1
11477,6,29,7,0
11478,46,28,1,0
11479,22,18,8,0
11480,9,2,10,1
11481,31,11,1,0
11482,11,11,0,1
11483,9,27,0,1
11484,16,25,2,0
11485,6,26,10,0
11486,25,9,3,1
11487,10,4,8,1
11488,2,29,4,0
11489,25,18,8,1
11490,17,25,5,1
11491,19,9,0,1
11492,23,12,4,1
11493,19,28,4,1
11494,34,15,5,1
11495,6,30,10,0
11496,29,6,8,0
11497,31,24,4,0
11498,4,20,6,0
11499,23,11,4,1
11500,28,18,2,1
11501,7,27,2,1
11502,35,24,5,1
11503,21,16,8,0
11504,2,9,10,1
11505,22,8,9,1
11506,17,22,0,0
11507,12,25,7,1
11508,43,19,10,1
11509,36,2,1,0
11510,8,9,7,1
11511,10,26,0,1
11512,10,25,10,1
11513,9,5,4,1
11514,38,18,5,1
11515,33,11,7,1
11516,15,28,6,0
11517,34,27,0,0
11518,43,2,9,0
11519,17,5,2,1
11520,42,18,6,1
11521,27,29,10,0
11522,10,7,2,1
11523,45,13,10,0
11524,44,6,10,0
11525,3,11,3,0
11526,11,14,5,1
11527,42,1,1,1
11528,46,14,1,1
11529,45,29,7,1
11530,3,17,4,1
11531,28,26,2,1
11532,44,14,10,0
11533,33,21,6,1
11534,17,16,6,0
11535,10,6,5,0
11536,4,0,8,1
11537,32,24,4,1
11538,31,23,6,1
11539,49,11,3,0
11540,26,25,3,1
11541,3,1,2,1
11542,43,0,2,0
11543,50,23,10,1
11544,49,29,2,0
11545,10,23,10,0
11546,30,12,4,0
11547,34,25,3,1
11548,40,8,4,0
11549,17,9,10,1
11550,44,11,9,0
11551,19,16,1,1
11552,27,19,4,1
11553,17,2,2,1
11554,6,28,10,1
11555,44,23,3,0
11556,4,7,8,1
11557,11,24,5,1
11558,41,16,7,1
11559,44,26,6,0
11560,34,8,8,1
11561,17,30,2,1
11562,36,8,8,0
11563,26,22,8,1
11564,34,14,1,0
11565,42,26,4,0
11566,2,15,5,1
11567,27,27,0,1
11568,29,0,9,0
11569,3,10,5,0
11570,21,4,7,0
11571,42,30,1,0
11572,30,8,3,1
11573,20,16,9,1
11574,3,13,5,1
11575,31,21,3,0
11576,10,20,4,1
11577,19,2,9,1
11578,7,2,9,1
11579,24,30,9,1
11580,49,11,2,1
11581,33,23,8,1
11582,49,17,6,1
11583,6,17,4,0
11584,38,7,2,1
11585,46,16,7,1
11586,2,1,3,0
11587,38,24,5,0
11588,34,15,10,1
11589,41,17,3,1
11590,30,5,10,0
11591,38,10,1,0
11592,17,9,5,0
11593,28,10,7,0
11594,40,8,9,1
11595,41,17,10,1
11596,46,2,1,0
11597,28,15,3,0
11598,33,25,4,0
11599,48,20,0,1
11600,46,10,1,1
11601,6,7,7,1
11602,17,22,2,0
11603,4,25,10,1
11604,50,16,4,0
11605,6,4,1,0
11606,23,0,1,0
11607,23,0,6,0
11608,7,10,6,1
11609,43,18,6,0
11610,28,19,1,0
11611,7,24,1,0
11612,3,28,3,1
11613,6,20,10,0
11614,4,27,10,0
11615,47,13,4,1
11616,22,16,10,1
11617,17,28,9,0
11618,21,0,10,0
11619,28,18,8,1
11620,2,12,9,1
11621,26,14,8,0
11622,38,11,5,0
11623,40,11,0,1
11624,48,14,4,1
11625,44,10,1,1
11626,35,19,7,0
11627,3,24,9,1
11628,5,25,10,1
11629,36,13,8,1
11630,12,26,7,1
11631,19,6,3,1
11632,14,6,2,0
11633,37,14,2,1
11634,32,10,6,0
11635,43,8,6,0
11636,18,26,8,1
11637,44,7,2,1
11638,28,1,5,1
11639,29,4,1,0
11640,46,11,0,1
11641,4,16,1,0
11642,23,17,0,0
11643,43,20,2,0
11644,47,29,8,0
11645,18,23,5,1
11646,13,24,3,0
11647,42,24,4,0
11648,6,10,10,0
11649,17,23,5,0
11650,32,7,8,1
11651,21,10,1,1
11652,20,0,2,0
11653,11,23,3,0
11654,9,23,7,0
11655,22,11,1,1
11656,14,19,5,1
11657,45,13,0,0
11658,17,4,5,1
11659,35,27,7,1
11660,1,12,7,0
11661,44,13,9,1
11662,47,13,10,0
11663,31,27,8,1
11664,4,8,9,0
11665,47,18,2,1
11666,50,21,10,1
11667,40,5,4,1
11668,36,10,4,0
11669,6,14,2,0
11670,9,2,7,0
11671,9,28,8,0
11672,38,9,5,1
11673,5,0,1,1
11674,43,18,2,0
11675,3,12,8,1
11676,6,5,0,0
